Year,District,Block_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Malappuram,Tirur,1,PARAVANNA,THANKAMANI V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,2,VETTOM,ABDU NASSER P P,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,3,THALAKKAD,SAINUDHEEN U,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,4,KUTTUR,ISMAIL T,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,5,KAITHAKARA,T V RAMSHEEDA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,6,EDAKULAM,MOHAMED KOYA,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,7,THIRUNAVAYA,ANNE GOTLIPH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,8,POOZHIKUNNU,P KUMARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,9,ALATHIYUR,K USHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,10,CHAMRAVATTAM,V P HAMZA,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Tirur,11,PUTHUPALLI,PREETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,12,PURATHUR,ANITHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,13,MANGALAM,PEETHAMBARAN,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Malappuram,Tirur,14,KOOTAYI,SALEENA K P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Tirur,15,VAKKAD,FOUSIYA NAZAR,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,1,TAVANUR,SHEEJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,2,TRIKKANAPURAM,AKBAR,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Ponnani,3,KANDANAKAM,PRAKASAN KALADY,INC,SC,SC,OpenDataKerala GitHub
2020,Malappuram,Ponnani,4,EDAPAL CHUNGAM,C RAMAKRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Ponnani,5,KUTTYPALA,SHEREEFA C V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,6,VATTAMKULAM,SUMITHRA,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,7,KALADITHARA,N R ANEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Ponnani,8,KOLOLOMBA,GAYATHRI R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,9,THUYYAM,P MURALEEDARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Ponnani,10,EDAPAL,RADHIKA P V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,11,POTHANUR,E K DILEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Ponnani,12,KALADI,M JAYASREE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Ponnani,13,MARAVANCHERI,PREMALATHA,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,1,PURANGU,K C SHIHAB,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,2,PANAMPAD,ADV. E SINDHU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,3,ALAMCODE,T RAMADAS MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,4,KOKOOR,REESA PRAKASH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,5,PALLIKKARA,JAMEELA MANAF,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,6,MOOKKUTHALA,ASHALATHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,7,CHANGARAMKULAM,KARUNAKARAN V V,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,8,PERUMPADAPPA,P RAMSHAD,INC,General,General,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,9,AYIROOR,SAUDHAMINI,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,10,PALAPPETTY,RAMSHEENA ALUNGAL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,11,VELIYANCODE,THAJUNEESA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,12,MARANCHERY,NOORUDHEEN POZHATH,INC,General,General,OpenDataKerala GitHub
2020,Malappuram,Perumpadappa,13,ERAMANGALAM,AJAYAN PUTHANPURAKKAL,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,1,MAILAMPARA,SIBY VARGHESE,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,2,CHULLIYODE,RAJAN K,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,3,CHOKKAD,RASIYA SAINUDHEEN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,4,ADAKKAKKUND,THANKAMMU K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,5,THARISH,PATTIKKADAN SHAILESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,6,KARUVARAKUNDU,P SREEJA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,7,ANJILANGADI,JAMSHEENA TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,8,EDAPPATTA,CK BASHEER,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,9,TUVVUR,LATHEEF M,IUML,General,General,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,10,VELLAYUR,A K MOHAMMED ALI,INC,General,General,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,11,KALIKAVU,NAZEEMA BEEGAM,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,12,MADAMBAM,RAFEEKA MATTATHOOR,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,13,AMARAMBALAM SOUTH,BIJUMON PM,CPI(M),General,General,OpenDataKerala GitHub
2020,Malappuram,Kalikavu,14,KARULAI,SHAREEFA K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,1,CHOMBAL,KOTTAYIL RADHAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,2,AZHIYUR,BINDU V P,JD(S),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,3,KALLAMALA,ASISH.S,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,4,KUNNUMMAKKARA,SANTHOSH KUMAR V K,LJD,General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,5,NELLACHERI,NUSAIBA MOTTEMMAL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,6,ORKKATTERI,GOPALAN A K,RMPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,7,KARTHIKAPPALLI,SOUMYA K P,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,8,VAIKKILASSERY,GEETHA MOHAN,RMPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,9,CHORODE,K.P GIRIJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,10,MUTTUNGAL,SYAMALA KRISHNARPPITHAM,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,11,VELLIKULANGARA,SASIKALA DINESAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,12,MADAPPALLI,SATHIYAN K.M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Vadakara,13,KANNUKKARA,AJITHA P.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,1,IRINGANNUR,A.DANIYA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,2,PARAKKADAVU,A K UMESH,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,3,KALLUNIRA,CP AMBUJAM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,4,NEDUMPARAMB,INDIRA KK,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,5,VANIMAL,SUHARA T,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,6,CHERUMOTH,NAJMAYASSAR,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,7,NADAPURAM,C H NAJMABEEVI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,8,KALLACHI,RAJEENDRAN KAPPALLI,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,9,KUMMAMKODE,SAJEEVAN VAKKEEL,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,10,AROOR,BINDU PUTHIYOTTIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,11,PURAMERI,KP VANAJA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,12,TUNERI,JIMESH T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Tuneri,13,EDACHERI,T K ARAVINDAKSHAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,1,NARIPPATTA,VISWANATHAN T P,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,2,MULLAMBATH,MUHAMMAD KAKAKTTIL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,3,KAYAKKODY,N K LEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,4,DEVARKOVIL,VAHEEDA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,5,KARINGAD,GEETHA RAJAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,6,KAVILUMPARA,K P CHANDRI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,7,MARUTHOMKARA,K O DINESAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,8,KUTTIADI,SHAMEENA K K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,9,VELOM,T V KUNHIKANNAN,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,10,CHERAPURAM,K C MUJEEB RAHMAN,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,11,URATH,LEEBA SUNIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnummal,12,MOKERI,KAIRALI K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,1,PONMERI,P.M.LEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,2,KADAMERI,C.H.MOIDU MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,3,AYANCHERI,M.M.NASHEEDA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,4,THIRUVALLOOR,C.P.VISWANATHAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,5,VELLUKKARA,P.C.SHEEBA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,6,MANIYOOR,SREEJA PULLAROOL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,7,KURUNTHODI,SREELATHA.M,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,8,PALAYADU,K.T.RAGHAVAN,CPI,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,9,THODANNUR,VALLIL SANTHA,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,10,CHEMMARATHUR,RANJINI VELLACHERI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,11,KUTTOTH,SUBEESH PUTHIYEDUTH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,12,MEYYANNUR,O.M.BABU,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Thodannur,13,VILYAPPALI,M.K.RAFEEQ,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,1,PALLIKKARA,SREENIVASAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,2,PAYYOLI ANGADI,BALAN MP,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Melady,3,VILAYATTUR,ASHIDA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,4,MANJHAKKULAM,MANJAKULAM NARAYANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,5,CHANGARAMVALLY,NISHITHA K.K,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,6,MEPPAYUR,REMYA A.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,7,KOZHUKKALLUR,PRASANNA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,8,NADUVATHUR,SUNITHA BABU,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,9,KEEZHARIYUR,RAVINDRAN M M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,10,IRINGATH,LEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Melady,11,PURAKKAD,RAJEEVAN KOTALOOR,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,12,THIKKODI,SURESH CHANGADATH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Melady,13,THRIKKOTTUR,RAMLA P.V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,1,AVALA,AJITHA K,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,2,ERAVATTOR,LISI K K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,3,KADIYANGAD,ASHRAF P T,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Perambra,4,PALERI,VAHEEDA PAREMMAL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,5,CHANGAROTH,K K VINODAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Perambra,6,MUTHUKAD,N P BABU,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Perambra,7,CHAKKITTAPARA,GIRIJA SASI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,8,KOOTHALI,SANATHANA BABU C,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Perambra,9,PERAMBRA,SASIKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Perambra,10,KAYANNA,RAJITHA P K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,11,NOCHAD,PRABHAVATHI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,12,KALPATHUR,PATHUMMA C K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Perambra,13,CHERUVANNUR,SAJEEVAN K,LJD,General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,1,KARUVANNUR,TM SASI,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,2,KOTTUR,VK ANITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,3,VAKAYAD,NAFEESA,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,4,KOORACHUNDU,HASEENA VK,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,5,PANANGAD,SAHEER KP,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,6,THALAYAD,LEEBA KP,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,7,KINALOOR,RAMLA V,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,8,EKAROOL,VANAJA MK,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,9,POONOOR,SAJIDA P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,10,SIVAPURAM,ET BINOY,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,11,BALUSSERI,CK RAJEEVAN,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Balussery,12,KOKKALLUR,SABIDA DB,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Balussery,13,ULLIYERI,P SHAJI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,14,KANNUR,SURESH BABU,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,Balussery,15,NADUVANNUR,JALEEL MK,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,1,KADALOOR,SUHARA KADAR,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,2,CHINGAPURAM,JEEVANANDAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,3,MOODADI,CHAITHRA VIJAYAN K,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,4,ARIKKULAM,RAJILA T.M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,5,KARAYAD,ABINEESH K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,6,MODAKKALLUR,BINDU MADATHIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,7,ATHOLI,SUDHA KAPPIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,8,THIRUVANGOOR,SHEEBA SREEDHARAN,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,9,VENGALAM,P BABURAJ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,10,KAPPAD,MOIDEEN KOYA M.P,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,11,CHEMANCHERY,BINDU SOMAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,12,EDAKKULAM,K T M KOYA,NCP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Panthalayani,13,MELUR,E.K JUBEESH,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,1,CHEEKILODE,HARIDASAN E,NCP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,2,NANMINDA,KAVITHA VADAKKEDATH,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,3,PUNNASSERY,MOHANAN K,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,4,PANNIKKOTTOOR,SHIHANA RARAPPENKANDI,INL,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,5,NARIKKUNNI,SARJAS K,LJD,General,General,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,6,KAKKUR,JOSNA S V,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,7,CHELANNUR,AYISHABI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,8,PALATH,SHEENA CHERUVATH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,9,KAKKODI,SUJA ASHOKAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,10,MORIKKARA,SUNILKUMAR K P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,11,OLOPPARA,N FASIL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,12,PARAMBATH,I P GEETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Chelannur,13,ANNASSERY,RAMACHANDRAN T M,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,1,KATTIPPARA,NIDHEESH KALLULLATHODE,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,2,ENGAPUZHA,K P SUNEER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,3,MALAPURAM,KUTTIYAMMA MANI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,4,KAITHAPOYIL,BUSHRA SHAFI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,5,NELLIPOYIL,ROY KUNNAPALLIL,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,6,ANAKAMPOIL,THOMAS (BABU) KALATHOOR,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,7,KOODARANHI,HELEN FRANCIS,KC(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,8,THIRUVAMBADY,BIJU ENNARMANNIL,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,9,KODANCHERY,JOBY JOSEOH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,10,KOODATHAI,T MAHAROOF,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,11,OMASSERY,SHAHANA S P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,12,PULLALOOR,SHILNA SHIJU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,13,MADAVOOR,SALEENA K K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,14,KIZHAKKOTH,SHIJI M ORALAKKOTTU,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,15,ELETTIL,T M RADHAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,16,PARAPPANPOYIL,ASHRAF MASTER K M,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,17,THACHAMPOYIL,SUMA RAJESH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Koduvally,18,KOLIKKAL,A K KOUSAR,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,1,KURUVATTUR,T K MEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,2,KUNNAMANGALAM,ARIYIL ALAVI,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,3,CHETHUKADAVU,SHIYOLAL N,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,4,KATTANGAL,MUMTHAZ E,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,5,CHATHAMANGALAM,SIVADASAN NAIR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,6,KODIYATHUR,NADEERA M K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,7,KARASSERY,M A SOUDHA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,8,KUMARANELLOOR,RAJITHA N,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,9,PANNIKODE,ADV.K P SUFIYAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,10,CHERUVADI,ZUHARA K V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,11,MAVOOR,MIMOONA K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,12,CHEROOPPA,RAJITHA SATHYAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,13,CHERUKULATHOOR,MADHAVAN NAMBIAR T P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,14,POOVATTUPARAMBA,N.ABOOBACKER,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,15,PERUMANNA,SHYAMALA PARASSERI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,16,PAYYADIMEETHAL,K AJITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,17,KUTTIKKATTOOR,ASWATHI K P,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,18,PAINGOTUPURAM,BABURAJ(BABU NELLOOLI),INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kunnamangalam,19,POLOOR,M JAYAPRAKASAN,NCP,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,1,IRINGALLUR,N M SHIBU,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,2,PALAZHI,SAIDALI,INL,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,3,PANTHEERANKAVU,SHEENA A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,4,KODALNADAKAVU,SUJITH KANHOLI,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,5,MANAKKADAVU,PUSHPALATHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,6,OLAVANNA,RAMLA PUTHALATH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,7,ODUMBRA,RAVINDRAN PARASSERI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,8,CHALIYAM,ZAINUL ABIDEEN THANGAL,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,9,VADAKKUMBAD,SINDHU PRADEEP,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,10,MANNUR,SAILAJA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,11,KADALUNDI,SAJITHA POOKKADAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,12,VATTAPPARAMBA,RESHMA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,Kozhikode,13,KADUKKABASAR,LUBAINA BASHEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,1,PERIYA,SALMA KASMI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,2,VALAD,JOICY KALARKANI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,3,THALAPUZHA,ABDUL AZEES,INC,General,General,OpenDataKerala GitHub
