Year,Corporation,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,,,,,,,,
2015,,,,,,,,
2010,,,,,,,,
2025,,,,,,,,
2010,Thiruvananthapuram,1,KAZHAKUTTOM,SREEREKHA R,SJ(D),SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,2,CHANTHAVILA,MOHANAN NAIR K,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,3,KAATTAYIKONAM,VINOD G,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,4,SREEKARIYAM,VIJAYAKUMAR,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,5,CHERUVAIKKAL,SINI V R,CMP,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,6,ULLOOR,CHITHRA SHAJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,7,EDAVACODE,PADMAKUMAR V S,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,8,CHELLAMANGALAM,SHEELA K S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,9,CHEMPAZHANTHY,ALAMCODE SURENDRAN,INC,SC,SC,OpenDataKerala GitHub
2010,Thiruvananthapuram,10,POWDIKONAM,CHANDRALEKHA S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,11,NJANDOORKONAM,VIMALAKUMARI S,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,12,KINAVOOR,SARASAMMA C,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,13,MANNANTHALA,VANAJA RAJENDRABABU,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,14,NALANCHIRA,JOHNSON JOSEPH,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,15,KESAVADASAPURAM,GEORGE LUICE,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,16,MEDICAL COLLEGE,SREEKUMAR G S,INC,SC,SC,OpenDataKerala GitHub
2010,Thiruvananthapuram,17,PATTOM,MURUKESHAN K,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,18,MUTTADA,ADV. CHANDRIKA K,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,19,KUDAPPANAKUNNU,MURUKAN S,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,20,PATHIRAPPALLY,KASTHURI M S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,21,CHETTIVILAKAM,SREEJA V K,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,22,SASTHAMANGALAM,SURESHKUMAR G,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,23,KOWDIAR,SATHIKUMARI S,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,24,KURAVANKONAM,SHYAMKUMAR P,RSP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,25,NANTHANCODE,LEELAMMA TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,26,KUNNUKUZHI,MERYPUSHPAM A,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,27,PALAYAM,RAJAN P PADMANABHAN NADAR,Con(S),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,28,THYCAUD,MADHAVADAS G,CMP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,29,VAZHUTHACAUD,SURESH KUMAR K,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,30,KANJIRAMPARA,VASANTHAKUMARI S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,31,PEROORKADA,PROF.CHANDRA J,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,32,THURUTHUMMOOLA,PRASANNA VIJAYAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,33,NETTAYAM,RAJEEV M R,BJP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,34,KACHANI,REMA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,35,VAZHOTTUKONAM,PADMAKUMARI S,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,36,VATTIYOORKAVU,SREELEKHA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,37,KODUNGANOOR,SHEENA G S,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,38,P T P NAGAR,HAPPYKUMAR G,CPI,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,39,PANGODE,GEETHAKUMARI A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,40,THIRUMALA,RAJESH P R,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,41,VALIYAVILA,RADHA N,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,42,POOJAPPURA,MAHESWARAN NAIR K,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,43,VALIYASALA,HARSHAN P,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,44,JAGATHY,SHEEJA MADHU,BJP,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,45,KARAMANA,JAYASREE S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,46,ARANNOOR,JAYALEKSHMI R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,47,MUDAVANMUGAL,CHANDRALEKHA O S,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,48,THRIKKANNAPURAM,SUCHITHAKUMARI C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,49,NEMOM,SUDHA M S,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,50,PONNUMANGALAM,GOPAN M R,BJP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,51,PUNNAKKAMUGAL,PRAVEENA R V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,52,PAPPANAMCODE,RATHI DEVI S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,53,ESTATE,BEENA O,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,54,NEDUMCAUD,PUSHPALATHA S,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,55,KALADY,KRISHNAN KUTTY K,INC,SC,SC,OpenDataKerala GitHub
2010,Thiruvananthapuram,56,MELAMCODE,ADV. SINDHU C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,57,PUNCHAKKARI,SUKKARNO A J,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,58,POONKULAM,SUSEELA S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,59,VENGANOOR,SUKUMARI H,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,60,MULLOOR,OMANA C,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,61,KOTTAPPURAM,SADANANDAN THAI,INC,SC,SC,OpenDataKerala GitHub
2010,Thiruvananthapuram,62,VIZHINJAM,GLADIS ALEX,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,63,HARBAR,SUDHEER KHAN K H,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,64,VELLAR,NEDUMAM MOHANAN,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,65,THIRUVALLAM,KRISHNA VENI A G,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,66,POONTHURA,SHERLY J,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,67,AMBALATHARA,MUJEEB REHMAN A,SJ(D),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,68,KAMALESWARAM,RESHMI M B,JSS,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,69,KALIPPANKULAM,VIJAYAN M,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,70,ATTUKAL,JAYAN C,CPI(M),SC,SC,OpenDataKerala GitHub
2010,Thiruvananthapuram,71,CHALA,USHA SATHEESH,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,72,MANACAUD,SASIKUMARAN NAIR P,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,73,KURYATHI,MOHANAN NAIR B,BJP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,74,PUTHENPALLY,SALIM S,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,75,MANIKYAVILAKAM,SURESH KUMAR R,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,76,BEEMAPALLY EAST,MUHAMMED IQBAL,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,77,BEEMAPALLY,PETRICIA,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,78,MUTTATHARA,RAJENDRAN B,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,79,SREEVARAHAM,VIJAYAKUMAR S,CPI,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,80,FORT,UDAYALEKSHMY S,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,81,THAMPANOOR,HARIKUMAR R,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,82,VANCHIYUR,SAROJAM P S,SJ(D),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,83,SREEKANDESWARAM,RAJENDRAN NAIR,BJP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,84,PERUMTHANNI,PADMAKUMAR P,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,85,PALKULANGARA,ASHOK KUMAR P,BJP,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,86,CHACKAI,SANTHINI S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,87,VALIYATHURA,TONY OLIVER,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,88,VALLAKKADAVU,SHAJIDA NAZAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,89,SANGHUMUGHAM,LATHA MANKESHKAR G,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,90,VETTUCAUD,BOSCO D SILVA,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,91,KARIKKAKOM,SURESHKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,92,KADAKAMPALLY,GOPAKUMAR P K,CPI(M),General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,93,PETTAH,SRUTHY B,RSP,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,94,KANNAMMOOLA,KUMARI PADMANABHAN,CMP,Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,95,ANAMUGHAM,AJITHKUMAR N,CPI,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,96,AKKULAM,SURESH KUMAR S,INC,General,General,OpenDataKerala GitHub
2010,Thiruvananthapuram,97,KULATHOOR,VASANTHA SUKUMARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,98,ATTIPRA,SOBHA SIVADATH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,99,POUNDKADAVU,JOLLY DAVID,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thiruvananthapuram,100,PALLITHURA,JERALD SILVA,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,1,MARUTHADI,ALPHONSE PHILIP,INC,General,General,OpenDataKerala GitHub
2010,Kollam,2,SAKTHIKULANGARA,S. MEENAKUMARI,RSP,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,3,MEENATHCHERI,STANLY VINCENT,RSP(B),General,General,OpenDataKerala GitHub
2010,Kollam,4,KAVANAD,G.MURALI BABU,INC,General,General,OpenDataKerala GitHub
2010,Kollam,5,VALLIKEEZHU,JAYAN.S,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,6,KUREEPUZHA,MAYA GOPIKRISHNAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,7,MULAMKADAKAM,MAYA GANESH,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Kollam,8,THEVALLY,K.GOPINATHAN,RSP,SC,SC,OpenDataKerala GitHub
2010,Kollam,9,VADAKKUMBHAGAM,HONEY,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,10,ASRAMAM,P.SREEKUMARI,RSP,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,11,ULIYAKOVIL,ULIYAKOVIL SASI,CPI,General,General,OpenDataKerala GitHub
2010,Kollam,12,PUNNATHANAM,PROF.S.SULABHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,13,KADAPPAKKADA,O.JAYASHRI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,14,PUNNAMOODU,ADV.V. RAJENDRA BABU,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,15,KOIKKAL,S. SREEKUMAR,INC,General,General,OpenDataKerala GitHub
2010,Kollam,16,PALAKADAVU,G.SATHEESH KUMAR,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Kollam,17,MANGADU,ADV.G. LALU,CPI,General,General,OpenDataKerala GitHub
2010,Kollam,18,ARUNOOTTIMANGALAM,ASHA BIJU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,19,CHATHINAMKULAM,LEELAMMA,RSP,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,20,KARIKODU,SUJA KRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,21,COLLEGE DIVISION,AJITHA.G,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,22,PALKULANGARA,GEETHAKUMARI.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,23,KILIKOLLOOR,LAILAKUMARI. T,INC,General,General,OpenDataKerala GitHub
2010,Kollam,24,PUNTHALATHAZHAM,S. BINDU,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,25,MULLUVILA,PRASANNA VIJAYAN,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,26,PALATHARA,S.R. BINDHU,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,27,MANAKKADU,NASEEMA SHIHAB,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,28,KAYYALAKKAL,MAJIDA VAHAB,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,29,KOOTTIKKADA,M. KAMALUDEEN,PDP,General,General,OpenDataKerala GitHub
2010,Kollam,30,VALATHUNGAL,T. CHITHRA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,31,AKKOLIL,B. VASANTHAKUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,32,THEKKUMBHAGAM,BINU. M.J,RSP,General,General,OpenDataKerala GitHub
2010,Kollam,33,ERAVIPURAM,S. ASHOK KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,34,KOLLOORVILA,HAMSATH BEEVI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,35,PALLIMUKKU,N. NOUSHAD,RSP,General,General,OpenDataKerala GitHub
2010,Kollam,36,AYATHIL,M. NOUSHAD,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,37,AMMAN NADA,PREM USHAR,JSS,General,General,OpenDataKerala GitHub
2010,Kollam,38,VADAKKEVILA,P.K. LEKSHMIKUTTY,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,39,PATTATHANAM,SINDHU. L,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Kollam,40,BHARANIKKAV,HEMA CHANDRABHANU,CPI,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,41,THEKKEVILA,ADV.K.P. SAJINATH,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,42,MUNDAKKAL,R. PRASANNA KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,43,UDAYA MARTHANDAPURAM,SANTHINI SUBHADEVAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,44,CONTONMENT,C.V. ANIL KUMAR,INC,General,General,OpenDataKerala GitHub
2010,Kollam,45,THAMARAKULAM,PRASANNA EARNEST,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Kollam,46,PALLITHOTTAM,N. TOMY,CPI,General,General,OpenDataKerala GitHub
2010,Kollam,47,PORT,GEORGE.D.KATTIL,INC,General,General,OpenDataKerala GitHub
2010,Kollam,48,KAIKKULANGARA,R. ROBIN,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,49,CUTCHERY,G. ANANDAN,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,50,TANGASERY,J. STANLY,CPI(M),General,General,OpenDataKerala GitHub
2010,Kollam,51,PUNNATHALA,KARUMALIL DR. UDAYA SUKUMARAN,INC,General,General,OpenDataKerala GitHub
2010,Kollam,52,THIRUMULLAVARAM,REKHA UNNIKRISHNAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,53,RAMANKULANGARA,N. JANARDHANAN,CPI(M),SC,SC,OpenDataKerala GitHub
2010,Kollam,54,VATTAKAYAL,MINI HARIKUMAR,RSP,Woman,Woman,OpenDataKerala GitHub
2010,Kollam,55,KANNIMEL,VIMALA PHILIP,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,1,FORTKOCHI,ADV. ANTONY KUREETHARA,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Ernakulam,2,KALVATHY,T K ASHRAF,IUML,General,General,OpenDataKerala GitHub
2010,Ernakulam,3,EARAVELI,K M RAHIM,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,4,KARIPPALAM,K A SIYAD,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,5,MATTANCHERY,B A RAJILA,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,6,KOCHANGADI,M H M ASHARAF,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Ernakulam,7,CHERALAYI,SHYAMALA S PRABHU,BJP,General,General,OpenDataKerala GitHub
2010,Ernakulam,8,PANAYAPPILLY,T K BABU,INDEPENDENT,General,General,OpenDataKerala GitHub
2010,Ernakulam,9,CHAKKAMADOM,A H NIYAS,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,10,KARUVELIPPADY,P S PRAKASH,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,11,THOPPUMPADY,CELINE PETER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,12,THAREBHAGAM,R THYAGARAJAN,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,13,KADEBHAGAM,V A SRIJITH,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,14,THAZHUPPU,MUMTHAZ TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,15,EADAKOCHI NORTH,KARMILY ANTONY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,16,EDAKOCHI SOUTH,P D SURESH,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,17,PERUMBADAPPU,K R PREMAKUMAR,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,18,KONAM,SHYMOL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,19,PALLURUTHY-KACHERIPADY,ADV. SUNILA SELVEN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,20,NAMBYAPURAM,THAMBI SUBRAMANYAM,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,21,PULLARDESAM,ADV.K N SUNILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,22,MUNDAMVELLY,MARY CALESTA PRAKASHAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,23,MANASSERRY,A C CLARANCE,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,24,MOOLAMKUZHY,SHYLA THADEVOUSE,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,25,CHULLICKAL,VICTORIA LAWRENCE,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,26,NAZRETH,SHIJI ROY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,27,FORTKOCHI VELI,K J SOHAN,SJ(D),General,General,OpenDataKerala GitHub
2010,Ernakulam,28,AMARAVATHY,P S RAJAM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,29,ISLAND NORTH,BENEDICT FERNANDEZ (BENNY),CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,30,ISLAND SOUTH,N VENUGOPAL,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,31,VADUTHALA WEST,ADV. LESLIE STEPHEN,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,32,VADUTHALA EAST,ASHA PAYAS,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,33,ELAMAKKARA NORTH,ADV. M ANILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,34,PUTHUKKALAVATTAM,SEENA TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,35,PONEKKARA,PIOUS JOSEPH,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,36,KUNNUMPURAM,M P MAHESH KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,37,EDAPPALLY,V N SAROJINI,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,38,DHEVANKULANGARA,REMA GOPAKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,39,KARUKAPPILLI,AGIE TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,40,MAMANGALAM,MINIMOL V K,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,41,PADIVATTAM,M B MURALEDHARAN,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,42,VENNALA,C D VALSALAKUMARI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,43,PALARIVATTAM,GEOJY KURIKOTT,CPI,General,General,OpenDataKerala GitHub
2010,Ernakulam,44,KARANAKKODAM,T J VINOD,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,45,THAMMANAM,K K ABOO,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,46,CHAKKARAPARAMBU,ADV. N A SHAFEEQ,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,47,CHALIKKAVATTAM,A R PADMADAS,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,48,PONNURUNNI EAST,K V MANOJ,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,49,VYTTILA,SUNITHA DIXON,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,50,CHAMBAKKARA,DR. SAILAJA,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,51,POONITHURA,MERCY TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,52,VYTTILA JANATHA,RETNAMMA RAJU,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Ernakulam,53,PONNURUNNI,SOUMYA N S,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Ernakulam,54,ELAMKULAM,SOJAN ANTONY,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,55,GIRINAGAR,SUJA ROY,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,56,PANAMPILLI NAGAR,M N BHAMA PADMANABHAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,57,KADAVANTHRA,ESSY JOSEPH,KC(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,58,KONTHURUTHY,GRACY ANTONY,KC(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,59,THEVARA,P R RANISH,CPI(M),SC,SC,OpenDataKerala GitHub
2010,Ernakulam,60,PERUMANUR,ELIZABETH TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,61,RAVIPURAM,SOUMINI JAIN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,62,ERNAKULAM SOUTH,BHADRA,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,63,GANDHI NAGAR,K J JACOB,CPI(M),General,General,OpenDataKerala GitHub
2010,Ernakulam,64,KATHRIKADAVU,TONY CHAMMANY,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,65,KALOOR SOUTH,GRACY JOSEPH,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,66,ERNAKULAM CENTRAL,SUDHA DILIPKUMAR,BJP,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,67,ERNAKULAM NORTH,LINO JACOB,INC,General,General,OpenDataKerala GitHub
2010,Ernakulam,68,AYYAPPANKAVU,MINI DILIP,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,69,THRIKKANARVATTOM,T N CHANDRIKA,SJ(D),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,70,KALOOR NORTH,PATHUKUTTY ASHRAF,IUML,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,71,ELAMAKKARA SOUTH,SAJINI JAYACHANDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,72,POTTAKUZHY,C A SHAKEER,CPI,General,General,OpenDataKerala GitHub
2010,Ernakulam,73,PACHALAM,DELINA PINHEIRO,INC,Woman,Woman,OpenDataKerala GitHub
2010,Ernakulam,74,THATTAZHAM,MANIKANDARAJAN P S,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,1,PUNKUNNAM,GIRIJA RAJAN,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thrissur,2,KUTTANKULANGARA,K K VAIDEHI (MOLY),INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,3,PATTURAIKAL,ADV. SMINI SHEEJO,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,4,VIYYUR,RANJINI UNNIKRISHNAN (OMANA),INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,5,PERINGAVU,N A GOPAKUMAR,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,6,RAMAVARMAPURAM,M C GRACY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,7,KUTTUMUKKU,PREETHY SOBHANAN,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,8,VILLADAM,DAVY SILAS,INC,General,General,OpenDataKerala GitHub
2010,Thrissur,9,CHEROOR,ADV. SUBI BABU,INC,Woman,Woman,OpenDataKerala GitHub
2010,Thrissur,10,MUKKATTUKARA,REKHA SURENDRAN,SJ(D),SC Woman,SC Woman,OpenDataKerala GitHub
2010,Thrissur,11,GANDHI NAGAR,RAJAN J PALLAN,INC,General,General,OpenDataKerala GitHub
